Time,AveragePower,rn,ss,icsr,dsnw,ct_Ci,ct_Cc,ct_Cs,ct_Ac,ct_As,ct_Ns,ct_Sc,ct_St,ct_Cu,ct_Cb,ws,hm,dc10Tca,dc10LmcsCa,vs,ts,day_month_x,day_month_y,day_year_x,day_year_y,month_x,month_y,day__0,day__1,day__2,day__3,day__4,day__5,day__6,weekdays,weekend,wd_x,wd_y,power_yesterday,power_ema4,power_ema7,power_ema14
2023-07-05,2355.503779736111,16.133333333333333,4.5,19.96,0.0,0,0,0,0,7,1,17,1,0,0,3.6291666666666664,83.33333333333333,6.625,5.666666666666667,441.8333333333333,27.479166666666668,0.8486442574947509,0.5289640103269624,0.08596479873744649,0.9962981749346079,0.9659258262890683,-0.25881904510252085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6575008969858642,-0.6316418899374859,2407.1899654166664,2114.116941796749,2051.5613004687325,1986.9786763250913
2023-07-06,2350.4264015277777,0.0,8.8,25.47,0.0,11,0,0,0,0,0,7,0,0,0,2.85,71.5,6.166666666666667,2.625,363.9166666666667,29.270833333333332,0.9377521321470804,0.34730525284482033,0.10310169744743485,0.9946708199115211,0.9659258262890683,-0.25881904510252085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.023855191948665404,-0.5849880757310676,2355.503779736111,2162.3943093846215,2089.5541103771548,2011.5470165524928
2023-07-07,2218.0079265277773,0.0,8.7,23.96,0.0,6,1,2,11,0,0,2,0,0,0,2.2041666666666666,64.5,5.208333333333333,3.25,101.625,28.962500000000002,0.9884683243281115,0.1514277775045767,0.1202080448993527,0.9927487224577402,0.9659258262890683,-0.25881904510252085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2482298451911891,0.10578212154135502,2350.4264015277777,2200.000727813253,2122.1631467709826,2034.138975550845
2023-07-08,1554.0111884288888,0.0,1.6,13.93,0.0,1,0,0,0,2,0,13,5,0,0,2.3583333333333334,75.41666666666667,6.541666666666667,5.666666666666667,5.25,27.400000000000002,0.9987165071710528,-0.05064916883871264,0.13727877211326478,0.9905324521322229,0.9659258262890683,-0.25881904510252085,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4745931766293418,-0.059916506938494006,2218.0079265277773,2203.602167556158,2134.143744240582,2046.396905615974
2023-07-09,1470.641259138889,54.066666666666656,1.1,8.07,0.0,2,0,0,1,6,3,14,4,0,1,1.9749999999999999,86.04166666666667,8.291666666666666,6.791666666666667,223.95833333333334,25.491666666666664,0.9680771188662044,-0.25065253225872064,0.15430882066428114,0.9880226656636976,0.9659258262890683,-0.25881904510252085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6618423217018155,0.22943829148056205,1554.0111884288888,2073.683971730704,2061.62717476412,2013.571191136835
2023-07-10,2357.4577063888887,19.16666666666666,5.9,18.41,0.0,1,0,0,1,4,1,13,4,0,1,2.3666666666666667,81.625,6.916666666666667,5.875,461.8333333333333,28.125,0.8978045395707416,-0.4403941515576344,0.1712931441814776,0.9852201067560605,0.9659258262890683,-0.25881904510252085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05892117770057126,-0.19652521862058767,1470.641259138889,1953.0754292123409,1987.753935310966,1977.3758623369722
2023-07-11,2180.270097361111,62.19999999999999,0.0,2.21,0.0,1,0,0,0,5,7,8,12,0,1,1.925,91.04166666666667,8.916666666666666,7.625,647.7916666666666,23.9875,0.7907757369376985,-0.6121059825476629,0.18822670984324422,0.9821256058680006,0.9659258262890683,-0.25881904510252085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4742426955262549,0.11052854368651682,2357.4577063888887,2033.9518846476506,2033.9669066957063,2002.7146519404334
2023-07-12,2346.71838,0.966666666666656,1.2,12.34,0.0,3,0,3,1,3,3,13,7,0,0,1.4291666666666665,86.75,9.25,7.208333333333333,753.7083333333334,26.958333333333332,0.6513724827222223,-0.7587581226927909,0.2051044998686192,0.9787400799669154,0.9659258262890683,-0.25881904510252085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.32613601590074187,0.3467581671402828,2180.270097361111,2063.215527190343,2052.2548055288817,2014.5516816351453
2023-07-13,2122.699512916666,83.2,0.0,2.63,0.0,0,0,0,0,4,18,4,20,0,0,1.6208333333333333,93.5,10.0,7.958333333333333,1344.9166666666667,25.195833333333336,0.48530196253108104,-0.8743466161445821,0.2219215130041655,0.9750645322571948,0.9659258262890683,-0.25881904510252085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5143800461199125,0.18704776176160487,2346.71838,2119.9160977522743,2089.062752337771,2036.6961281928022
2023-07-14,1945.0150394444445,81.0,0.0,1.52,0.0,0,0,0,0,1,16,1,23,0,0,2.908333333333333,99.125,10.0,8.791666666666666,1705.5416666666667,24.429166666666664,0.29936312297335804,-0.9541392564000488,0.2386727660059501,0.9711000518829506,0.9659258262890683,-0.25881904510252085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.25018379914369393,-0.6433863295989916,2122.699512916666,2120.4727807851527,2093.267347410133,2042.4296871743932
2023-07-15,1624.744081771446,2.899999999999996,0.0,3.16,0.0,0,0,0,0,3,2,3,17,0,0,3.1458333333333335,94.66666666666667,9.875,9.208333333333334,941.4583333333334,24.804166666666664,0.10116832198743227,-0.9948693233918952,0.255353295116187,0.9668478136052775,0.9659258262890683,-0.25881904510252085,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.19551143052652553,-0.9277075690710254,1945.0150394444445,2085.381232517011,2074.735808914422,2035.93537732573
2023-07-16,1454.8395694388882,16.166666666666657,0.0,5.31,0.0,0,0,0,1,0,2,4,14,0,0,2.2,89.45833333333333,9.291666666666666,8.916666666666666,481.5416666666667,24.912499999999998,-0.10116832198743204,-0.9948693233918952,0.2719581575341055,0.9623090774541486,0.9659258262890683,-0.25881904510252085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.4051504572759088,-0.741002561808794,1624.744081771446,1993.2538023678978,2018.4868430215497,2008.5226242887777
2023-07-17,2176.3243495680554,0.0,0.4,10.78,0.0,3,0,0,1,7,0,9,6,0,0,1.5374999999999999,86.25,8.791666666666666,6.25,84.04166666666667,26.508333333333336,-0.2993631229733574,-0.9541392564000489,0.288482432880609,0.9574851883550393,0.9659258262890683,-0.25881904510252085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2936565503012731,-0.1534696190392397,1454.8395694388882,1885.5709557820962,1948.030933823717,1971.6104206321183
2023-07-18,2233.050311555403,3.9999999999999947,2.0,7.9399999999999995,0.0,3,0,0,2,7,7,9,9,0,0,1.5041666666666667,88.58333333333333,8.833333333333334,5.916666666666667,711.9583333333334,26.075,-0.4853019625310812,-0.874346616144582,0.304921224656289,0.9523775757303975,0.9659258262890683,-0.25881904510252085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18704809251161816,0.07696963466152963,2176.3243495680554,1943.721634539288,1976.5676107917593,1985.258015894514
2023-07-19,2370.7249780961165,0.0,11.5,26.41,0.0,0,0,0,0,0,0,7,0,5,0,1.7166666666666666,78.79166666666667,2.2916666666666665,1.875,16.666666666666668,29.583333333333332,-0.651372482722222,-0.758758122692791,0.3212696616923644,0.9469877530760753,0.9659258262890683,-0.25881904510252085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5414416118883051,0.0950713651713156,2233.050311555403,2001.5873699425113,2008.627948387215,2001.7775022719068
2023-07-20,2343.922332156569,0.0,9.9,24.17,0.0,11,0,0,0,0,0,9,0,0,0,1.8333333333333333,74.54166666666667,3.2083333333333335,0.9166666666666666,614.125,30.075,-0.7907757369376988,-0.6121059825476627,0.3375228995941133,0.9413173175128472,0.9659258262890683,-0.25881904510252085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9083802656538963,0.04338552820686645,2370.7249780961165,2075.414891573232,2053.8900771008275,2026.3740006601874
2023-07-21,2369.9930154453095,0.0,10.2,23.64,0.0,7,0,0,0,0,0,8,0,0,0,1.7375,69.33333333333333,2.2083333333333335,1.375,634.1666666666666,31.070833333333336,-0.8978045395707414,-0.440394151557635,0.35367612217637157,0.9353679493131483,0.9659258262890683,-0.25881904510252085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.14075549166071263,0.34966490903430847,2343.922332156569,2129.1163796898995,2090.144108982795,2047.5438894266129
